,Date,Matchday,Team_Home,Team_Away,Goals_Home,Goals_Away,Attempts_Home,Attempts_Away,Attempts_On_Target_Home,Attempts_On_Target_Away,Possession_Home,Possession_Away,Passes_Home,Passes_Away,Passing_Accuracy_Home,Passing_Accuracy_Away,Fouls_Home,Fouls_Away,Yellow_Cards_Home,Yellow_Cards_Away,Red_Cards_Home,Red_Cards_Away,Offside_Home,Offside_Away,Corners_Home,Corners_Away
0,5.8.2022,Spieltag 1 von 34,Eintracht Frankfurt,Bayern,1,6,8,23,2,10,36,64,359,625,76,87,10,11,2,0,0,0,4,3,5,6
1,6.8.2022,Spieltag 1 von 34,Union Berlin,Hertha,3,1,19,7,8,3,48,52,353,383,76,78,23,17,2,3,0,0,2,1,5,4
2,6.8.2022,Spieltag 1 von 34,Mönchengladbach,Hoffenheim,3,1,18,2,7,1,62,38,611,383,88,78,18,12,1,2,0,1,2,2,5,1
3,6.8.2022,Spieltag 1 von 34,Bochum,Mainz,1,2,16,13,3,6,60,40,539,350,79,66,11,16,2,3,0,0,1,1,3,5
4,6.8.2022,Spieltag 1 von 34,Augsburg,Freiburg,0,4,11,19,2,7,53,47,376,332,77,72,13,13,0,0,0,0,0,2,5,8
5,6.8.2022,Spieltag 1 von 34,Wolfsburg,Werder Bremen,2,2,11,10,3,4,62,38,540,344,77,65,11,14,2,2,0,0,1,4,2,5
6,6.8.2022,Spieltag 1 von 34,Dortmund,Leverkusen,1,0,14,8,4,3,45,55,398,480,75,79,13,13,2,4,0,1,2,4,3,3
7,7.8.2022,Spieltag 1 von 34,VfB Stuttgart,RB Leipzig,1,1,11,28,2,9,32,68,281,578,70,83,14,9,2,1,0,0,1,2,1,9
8,7.8.2022,Spieltag 1 von 34,Köln,Schalke,3,1,32,5,12,2,76,24,610,206,87,61,8,10,0,1,0,1,2,1,9,1
9,12.8.2022,Spieltag 2 von 34,Freiburg,Dortmund,1,3,16,13,7,6,38,62,303,507,72,83,16,10,1,3,0,0,3,2,9,2
10,13.8.2022,Spieltag 2 von 34,Hoffenheim,Bochum,3,2,23,11,12,5,60,40,461,318,81,74,14,10,1,1,0,0,2,2,8,2
11,13.8.2022,Spieltag 2 von 34,Werder Bremen,VfB Stuttgart,2,2,5,14,3,7,57,43,562,422,82,76,6,10,4,2,0,0,0,0,2,5
12,13.8.2022,Spieltag 2 von 34,RB Leipzig,Köln,2,2,9,13,5,4,53,47,440,396,82,80,8,18,1,4,1,0,1,1,2,7
13,13.8.2022,Spieltag 2 von 34,Leverkusen,Augsburg,1,2,24,6,10,4,68,32,516,259,81,56,7,15,1,6,0,0,3,2,7,3
14,13.8.2022,Spieltag 2 von 34,Hertha,Eintracht Frankfurt,1,1,12,11,5,1,38,62,303,482,69,78,11,11,3,1,0,0,1,3,4,5
15,13.8.2022,Spieltag 2 von 34,Schalke,Mönchengladbach,2,2,12,14,4,8,31,69,254,584,74,84,12,8,4,2,0,0,2,4,2,7
16,14.8.2022,Spieltag 2 von 34,Mainz,Union Berlin,0,0,11,10,5,2,49,51,393,402,75,74,9,14,1,0,0,0,1,0,4,4
17,14.8.2022,Spieltag 2 von 34,Bayern,Wolfsburg,2,0,24,8,8,2,69,31,592,275,87,70,7,10,2,1,0,0,6,2,8,4
18,19.8.2022,Spieltag 3 von 34,Mönchengladbach,Hertha,1,0,11,17,6,4,65,35,585,315,84,75,7,11,1,0,0,1,2,5,5,5
19,20.8.2022,Spieltag 3 von 34,Augsburg,Mainz,1,2,7,13,2,6,51,49,384,359,69,74,13,19,2,2,0,0,1,4,3,3
20,20.8.2022,Spieltag 3 von 34,Wolfsburg,Schalke,0,0,17,10,6,2,73,27,588,226,85,63,13,10,1,3,0,0,2,8,12,4
21,20.8.2022,Spieltag 3 von 34,VfB Stuttgart,Freiburg,0,1,17,9,4,3,61,39,557,369,83,75,8,12,4,2,0,0,2,3,3,1
22,20.8.2022,Spieltag 3 von 34,Dortmund,Werder Bremen,2,3,6,14,4,7,49,51,413,432,78,75,13,9,4,1,0,0,7,3,3,5
23,20.8.2022,Spieltag 3 von 34,Leverkusen,Hoffenheim,0,3,14,10,3,5,56,44,443,351,82,78,14,17,1,4,0,0,1,2,3,1
24,20.8.2022,Spieltag 3 von 34,Union Berlin,RB Leipzig,2,1,7,16,3,2,26,74,254,715,66,86,15,8,2,1,0,0,5,3,1,13
25,21.8.2022,Spieltag 3 von 34,Eintracht Frankfurt,Köln,1,1,9,5,3,2,54,46,417,356,75,69,16,11,0,1,0,0,3,4,5,9
26,21.8.2022,Spieltag 3 von 34,Bochum,Bayern,0,7,13,22,7,12,35,65,269,504,76,86,10,6,1,0,0,0,3,5,5,5
27,26.8.2022,Spieltag 4 von 34,Freiburg,Bochum,1,0,29,15,13,5,47,53,348,393,71,73,15,13,2,2,0,0,0,0,2,5
28,27.8.2022,Spieltag 4 von 34,Mainz,Leverkusen,0,3,18,8,3,5,62,38,577,365,83,74,10,12,1,2,0,2,1,3,3,4
29,27.8.2022,Spieltag 4 von 34,RB Leipzig,Wolfsburg,2,0,16,9,7,4,42,58,359,495,75,82,20,15,3,3,0,0,1,1,8,4
30,27.8.2022,Spieltag 4 von 34,Hoffenheim,Augsburg,1,0,21,11,5,1,51,49,394,386,76,73,14,9,1,1,0,0,3,2,4,6
31,27.8.2022,Spieltag 4 von 34,Schalke,Union Berlin,1,6,16,12,7,7,59,41,480,341,79,68,9,10,1,0,0,0,0,3,8,2
32,27.8.2022,Spieltag 4 von 34,Hertha,Dortmund,0,1,13,22,3,7,38,62,360,583,75,85,8,9,1,0,0,0,1,0,6,10
33,27.8.2022,Spieltag 4 von 34,Bayern,Mönchengladbach,1,1,33,5,20,3,69,31,611,286,88,68,13,7,4,2,0,0,7,0,14,1
34,28.8.2022,Spieltag 4 von 34,Köln,VfB Stuttgart,0,0,7,14,2,5,64,36,459,248,81,73,14,11,2,2,0,1,1,0,6,8
35,28.8.2022,Spieltag 4 von 34,Werder Bremen,Eintracht Frankfurt,3,4,10,10,4,7,56,44,479,384,73,72,17,18,1,3,0,0,3,5,5,7
36,2.9.2022,Spieltag 5 von 34,Dortmund,Hoffenheim,1,0,15,7,5,2,50,50,450,440,81,82,14,15,3,4,0,0,2,2,5,8
37,3.9.2022,Spieltag 5 von 34,Union Berlin,Bayern,1,1,7,21,2,6,25,75,227,718,55,87,19,7,1,2,0,0,0,2,5,7
38,3.9.2022,Spieltag 5 von 34,Leverkusen,Freiburg,2,3,15,6,6,4,49,51,418,430,84,83,15,10,2,2,0,0,2,1,8,4
39,3.9.2022,Spieltag 5 von 34,Wolfsburg,Köln,2,4,9,18,3,5,51,49,387,384,77,79,13,14,2,1,0,0,2,4,5,4
40,3.9.2022,Spieltag 5 von 34,VfB Stuttgart,Schalke,1,1,13,12,4,3,42,58,349,461,74,78,11,10,2,2,1,0,2,1,5,7
41,3.9.2022,Spieltag 5 von 34,Bochum,Werder Bremen,0,2,19,16,5,7,50,50,360,373,67,64,15,10,2,2,0,0,3,6,7,3
42,3.9.2022,Spieltag 5 von 34,Eintracht Frankfurt,RB Leipzig,4,0,14,4,9,0,43,57,411,525,81,84,14,11,1,1,0,0,4,0,4,3
43,4.9.2022,Spieltag 5 von 34,Augsburg,Hertha,0,2,7,15,1,6,48,52,356,391,70,79,12,15,2,1,0,0,3,3,5,1
44,4.9.2022,Spieltag 5 von 34,Mönchengladbach,Mainz,0,1,14,11,2,5,53,47,444,373,80,80,8,15,1,4,1,0,3,5,4,8
45,9.9.2022,Spieltag 6 von 34,Werder Bremen,Augsburg,0,1,12,15,7,6,71,29,556,231,78,52,12,13,4,5,0,0,1,5,3,7
46,10.9.2022,Spieltag 6 von 34,Hertha,Leverkusen,2,2,17,11,6,5,41,59,327,461,73,78,15,16,3,1,0,0,1,0,3,5
47,10.9.2022,Spieltag 6 von 34,Hoffenheim,Mainz,4,1,21,9,9,2,66,34,600,315,86,67,9,13,3,2,0,1,2,1,7,5
48,10.9.2022,Spieltag 6 von 34,RB Leipzig,Dortmund,3,0,15,5,5,0,44,56,374,464,72,78,12,6,2,1,0,0,2,0,5,8
49,10.9.2022,Spieltag 6 von 34,Bayern,VfB Stuttgart,2,2,19,7,6,3,68,32,622,298,88,73,12,9,2,5,0,0,2,0,3,0
50,10.9.2022,Spieltag 6 von 34,Eintracht Frankfurt,Wolfsburg,0,1,10,7,0,3,63,37,521,308,81,73,16,13,2,4,0,0,3,2,10,5
51,10.9.2022,Spieltag 6 von 34,Schalke,Bochum,3,1,20,10,8,2,44,56,321,385,71,70,11,16,2,3,0,0,1,2,3,8
52,11.9.2022,Spieltag 6 von 34,Köln,Union Berlin,0,1,8,12,3,3,54,46,455,404,76,71,15,12,2,1,1,0,1,1,7,8
53,11.9.2022,Spieltag 6 von 34,Freiburg,Mönchengladbach,0,0,12,14,7,5,42,58,388,540,76,85,13,6,1,1,0,0,3,3,7,6
54,16.9.2022,Spieltag 7 von 34,Mainz,Hertha,1,1,11,4,2,2,57,43,464,367,67,65,12,10,3,5,0,0,4,2,4,3
55,17.9.2022,Spieltag 7 von 34,Augsburg,Bayern,1,0,10,19,4,6,23,77,200,670,46,82,16,9,3,1,0,0,2,2,2,8
56,17.9.2022,Spieltag 7 von 34,Dortmund,Schalke,1,0,17,3,5,0,67,33,558,283,82,63,12,14,3,2,0,0,3,3,11,2
57,17.9.2022,Spieltag 7 von 34,VfB Stuttgart,Eintracht Frankfurt,1,3,15,13,2,8,56,44,501,408,81,77,9,11,2,0,0,0,4,1,7,4
58,17.9.2022,Spieltag 7 von 34,Leverkusen,Werder Bremen,1,1,19,19,7,7,54,46,500,437,82,80,5,14,2,3,0,0,1,2,9,6
59,17.9.2022,Spieltag 7 von 34,Mönchengladbach,RB Leipzig,3,0,21,12,10,5,45,55,425,508,82,84,14,14,2,2,0,0,0,1,8,3
60,18.9.2022,Spieltag 7 von 34,Union Berlin,Wolfsburg,2,0,16,5,4,0,48,52,430,478,80,81,18,6,0,0,0,0,2,0,4,1
61,18.9.2022,Spieltag 7 von 34,Bochum,Köln,1,1,7,18,0,3,34,66,299,538,67,83,12,8,0,1,0,0,1,3,4,8
62,18.9.2022,Spieltag 7 von 34,Hoffenheim,Freiburg,0,0,10,14,3,4,49,51,465,481,79,80,15,9,1,2,0,0,4,2,5,3
63,30.9.2022,Spieltag 8 von 34,Bayern,Leverkusen,4,0,20,10,9,5,62,38,641,396,89,84,10,6,0,0,0,0,0,0,6,2
64,1.10.2022,Spieltag 8 von 34,Freiburg,Mainz,2,1,13,15,6,7,53,47,483,420,77,70,9,15,2,4,0,0,0,2,5,5
65,1.10.2022,Spieltag 8 von 34,Köln,Dortmund,3,2,21,22,10,8,41,59,344,472,78,83,14,9,4,3,0,0,9,3,7,11
66,1.10.2022,Spieltag 8 von 34,Wolfsburg,VfB Stuttgart,3,2,19,14,6,7,57,43,439,335,80,77,16,14,3,5,0,0,1,0,8,5
67,1.10.2022,Spieltag 8 von 34,Eintracht Frankfurt,Union Berlin,2,0,13,16,4,5,46,54,457,495,78,77,4,11,1,4,1,0,0,2,4,7
68,1.10.2022,Spieltag 8 von 34,RB Leipzig,Bochum,4,0,17,2,9,1,71,29,739,302,90,71,8,8,0,2,0,0,2,0,7,2
69,1.10.2022,Spieltag 8 von 34,Werder Bremen,Mönchengladbach,5,1,14,13,8,8,47,53,450,502,82,84,8,8,0,1,0,0,0,3,4,5
70,2.10.2022,Spieltag 8 von 34,Hertha,Hoffenheim,1,1,14,16,5,4,42,58,354,472,75,79,5,15,2,1,0,0,1,4,2,6
71,2.10.2022,Spieltag 8 von 34,Schalke,Augsburg,2,3,17,12,6,6,56,44,349,288,67,56,11,10,2,4,0,1,3,0,8,4
72,7.10.2022,Spieltag 9 von 34,Hoffenheim,Werder Bremen,1,2,17,8,6,3,45,55,355,431,78,77,12,19,3,3,0,0,6,3,3,3
73,8.10.2022,Spieltag 9 von 34,Bochum,Eintracht Frankfurt,3,0,11,12,5,2,46,54,332,385,65,70,12,10,2,1,0,0,2,1,9,4
74,8.10.2022,Spieltag 9 von 34,Leverkusen,Schalke,4,0,13,2,7,1,60,40,572,373,87,76,9,17,1,1,0,0,1,2,3,3
75,8.10.2022,Spieltag 9 von 34,Augsburg,Wolfsburg,1,1,17,11,5,7,48,52,283,311,65,70,19,11,5,3,0,0,2,2,11,5
76,8.10.2022,Spieltag 9 von 34,Mainz,RB Leipzig,1,1,9,13,3,3,35,65,325,608,68,84,12,12,1,1,0,0,4,3,4,2
77,8.10.2022,Spieltag 9 von 34,Dortmund,Bayern,2,2,12,9,6,3,43,57,440,572,79,83,8,11,3,4,0,1,0,2,7,4
78,9.10.2022,Spieltag 9 von 34,Mönchengladbach,Köln,5,2,14,5,6,3,66,34,611,309,87,75,8,14,2,1,0,1,4,1,7,4
79,9.10.2022,Spieltag 9 von 34,Hertha,Freiburg,2,2,13,9,3,4,41,59,343,488,69,76,14,13,2,1,0,0,1,1,4,2
80,9.10.2022,Spieltag 9 von 34,VfB Stuttgart,Union Berlin,0,1,9,7,3,4,52,48,457,433,80,78,12,10,1,3,1,0,0,0,2,5
81,14.10.2022,Spieltag 10 von 34,Schalke,Hoffenheim,0,3,15,17,2,7,51,49,376,372,75,77,12,8,2,2,0,0,2,0,4,5
82,15.10.2022,Spieltag 10 von 34,VfB Stuttgart,Bochum,4,1,17,15,7,5,47,53,383,414,72,73,6,17,0,3,0,0,4,1,3,3
83,15.10.2022,Spieltag 10 von 34,Eintracht Frankfurt,Leverkusen,5,1,19,5,10,2,49,51,491,523,87,84,10,9,0,2,0,1,3,0,7,1
84,15.10.2022,Spieltag 10 von 34,Wolfsburg,Mönchengladbach,2,2,16,9,4,5,55,45,470,389,82,76,13,11,3,3,0,0,1,2,7,6
85,15.10.2022,Spieltag 10 von 34,Werder Bremen,Mainz,0,2,14,11,3,5,69,31,661,312,81,61,3,11,1,2,0,0,2,4,3,3
86,15.10.2022,Spieltag 10 von 34,RB Leipzig,Hertha,3,2,14,15,5,6,60,40,491,316,80,75,16,8,2,3,0,0,3,1,8,4
87,16.10.2022,Spieltag 10 von 34,Köln,Augsburg,3,2,15,5,6,2,65,35,472,264,78,61,11,15,2,4,0,0,0,2,5,3
88,16.10.2022,Spieltag 10 von 34,Union Berlin,Dortmund,2,0,16,14,5,6,22,78,228,785,60,88,15,5,1,2,0,0,3,0,5,8
89,16.10.2022,Spieltag 10 von 34,Bayern,Freiburg,5,0,16,6,8,0,66,34,607,316,88,74,8,9,0,2,0,0,2,0,5,5
90,21.10.2022,Spieltag 11 von 34,Mainz,Köln,5,0,16,6,7,2,56,44,451,365,85,74,13,14,1,3,0,1,1,0,5,4
91,22.10.2022,Spieltag 11 von 34,Freiburg,Werder Bremen,2,0,25,10,7,1,61,39,473,315,80,66,14,12,2,2,0,1,3,0,6,2
92,22.10.2022,Spieltag 11 von 34,Hoffenheim,Bayern,0,2,7,21,3,10,40,60,343,513,69,82,12,8,3,2,0,0,3,5,7,5
93,22.10.2022,Spieltag 11 von 34,Leverkusen,Wolfsburg,2,2,13,9,5,1,57,43,516,390,82,76,19,5,3,1,0,0,2,2,3,3
94,22.10.2022,Spieltag 11 von 34,Augsburg,RB Leipzig,3,3,9,18,3,7,32,68,239,515,57,80,15,11,5,1,1,0,3,1,3,6
95,22.10.2022,Spieltag 11 von 34,Dortmund,VfB Stuttgart,5,0,18,10,10,1,61,39,604,390,86,82,7,8,1,0,0,0,0,3,9,2
96,22.10.2022,Spieltag 11 von 34,Mönchengladbach,Eintracht Frankfurt,1,3,7,15,3,5,61,39,580,381,82,77,9,20,3,2,0,0,0,4,3,2
97,23.10.2022,Spieltag 11 von 34,Bochum,Union Berlin,2,1,9,8,5,3,46,54,337,379,70,72,14,10,1,3,0,0,2,1,3,7
98,23.10.2022,Spieltag 11 von 34,Hertha,Schalke,2,1,10,9,4,2,55,45,409,330,70,67,14,13,5,1,0,0,1,5,5,6
99,28.10.2022,Spieltag 12 von 34,Werder Bremen,Hertha,1,0,16,9,4,1,53,47,396,361,77,72,14,11,2,3,0,0,1,1,4,5
100,29.10.2022,Spieltag 12 von 34,RB Leipzig,Leverkusen,2,0,10,5,6,1,46,54,525,611,83,84,9,7,3,3,0,0,3,1,3,3
101,29.10.2022,Spieltag 12 von 34,Bayern,Mainz,6,2,24,14,13,5,70,30,601,255,89,70,10,11,1,1,0,0,1,1,8,5
102,29.10.2022,Spieltag 12 von 34,VfB Stuttgart,Augsburg,2,1,29,11,8,4,63,37,463,277,77,61,7,12,1,2,0,0,0,2,10,3
103,29.10.2022,Spieltag 12 von 34,Wolfsburg,Bochum,4,0,20,10,7,2,52,48,384,379,80,71,8,17,1,1,0,0,0,1,7,2
104,29.10.2022,Spieltag 12 von 34,Eintracht Frankfurt,Dortmund,1,2,20,7,7,2,59,41,608,426,85,78,15,11,5,5,0,0,1,1,4,3
105,30.10.2022,Spieltag 12 von 34,Union Berlin,Mönchengladbach,2,1,13,7,5,3,56,44,492,417,83,76,17,6,3,2,0,0,4,0,6,5
106,30.10.2022,Spieltag 12 von 34,Schalke,Freiburg,0,2,12,18,3,9,44,56,325,408,67,74,20,7,3,2,0,0,1,2,4,8
107,30.10.2022,Spieltag 12 von 34,Köln,Hoffenheim,1,1,11,5,3,1,35,65,303,577,66,81,11,10,1,0,0,1,3,1,5,4
108,4.11.2022,Spieltag 13 von 34,Mönchengladbach,VfB Stuttgart,3,1,13,13,6,4,56,44,511,399,82,81,13,16,2,1,0,0,2,1,3,5
109,5.11.2022,Spieltag 13 von 34,Hertha,Bayern,2,3,7,14,6,4,27,73,216,579,62,84,13,9,0,0,0,0,6,2,2,7
110,5.11.2022,Spieltag 13 von 34,Augsburg,Eintracht Frankfurt,1,2,10,12,4,7,41,59,344,500,62,70,17,15,0,1,0,0,1,1,3,7
111,5.11.2022,Spieltag 13 von 34,Dortmund,Bochum,3,0,6,7,3,1,61,39,520,331,79,68,7,14,1,1,0,0,1,4,2,5
112,5.11.2022,Spieltag 13 von 34,Hoffenheim,RB Leipzig,1,3,11,17,3,8,36,64,361,657,80,88,9,9,4,2,0,0,1,3,6,3
113,5.11.2022,Spieltag 13 von 34,Mainz,Wolfsburg,0,3,15,10,3,3,57,43,451,357,76,70,15,6,1,1,0,0,1,0,9,4
114,5.11.2022,Spieltag 13 von 34,Werder Bremen,Schalke,2,1,11,19,5,3,45,55,375,453,65,75,11,12,3,2,0,0,1,3,3,3
115,6.11.2022,Spieltag 13 von 34,Leverkusen,Union Berlin,5,0,11,7,8,1,59,41,598,407,84,80,11,16,1,4,0,0,0,2,1,5
116,6.11.2022,Spieltag 13 von 34,Freiburg,Köln,2,0,12,6,5,2,55,45,491,405,78,75,9,10,0,1,0,0,1,1,5,3
117,8.11.2022,Spieltag 14 von 34,Wolfsburg,Dortmund,2,0,17,21,8,6,36,64,332,568,78,88,11,12,3,2,0,0,3,2,6,9
118,8.11.2022,Spieltag 14 von 34,VfB Stuttgart,Hertha,2,1,17,11,7,4,61,39,554,362,83,76,9,15,3,2,0,0,3,0,8,5
119,8.11.2022,Spieltag 14 von 34,Bayern,Werder Bremen,6,1,21,6,10,2,61,39,629,406,89,77,9,8,0,0,0,0,3,1,8,4
120,8.11.2022,Spieltag 14 von 34,Bochum,Mönchengladbach,2,1,13,8,4,2,46,54,388,454,70,74,11,14,1,3,0,0,9,6,6,3
121,9.11.2022,Spieltag 14 von 34,Köln,Leverkusen,1,2,19,10,8,3,59,41,560,399,82,73,9,7,1,2,0,0,0,1,6,1
122,9.11.2022,Spieltag 14 von 34,Eintracht Frankfurt,Hoffenheim,4,2,14,12,7,3,52,48,514,475,80,78,9,22,0,3,0,0,2,2,4,5
123,9.11.2022,Spieltag 14 von 34,Schalke,Mainz,1,0,14,11,4,1,45,55,290,355,65,65,16,17,3,1,0,0,2,1,1,6
124,9.11.2022,Spieltag 14 von 34,Union Berlin,Augsburg,2,2,19,7,6,2,60,40,432,311,72,58,7,10,1,4,0,0,2,0,6,3
125,9.11.2022,Spieltag 14 von 34,RB Leipzig,Freiburg,3,1,16,3,8,2,58,42,527,383,84,75,9,22,2,4,0,0,1,0,6,2
126,11.11.2022,Spieltag 15 von 34,Mönchengladbach,Dortmund,4,2,11,20,6,10,39,61,363,553,81,88,12,12,1,2,0,0,3,2,2,9
127,12.11.2022,Spieltag 15 von 34,Augsburg,Bochum,0,1,18,11,5,4,55,45,426,369,62,58,12,9,1,1,0,0,2,3,6,2
128,12.11.2022,Spieltag 15 von 34,Hoffenheim,Wolfsburg,1,2,22,6,8,3,61,39,472,314,79,65,15,11,0,3,0,0,2,2,7,1
129,12.11.2022,Spieltag 15 von 34,Leverkusen,VfB Stuttgart,2,0,12,7,3,1,44,56,426,539,80,85,11,10,2,3,0,0,1,3,4,2
130,12.11.2022,Spieltag 15 von 34,Werder Bremen,RB Leipzig,1,2,7,14,6,3,48,52,478,527,80,83,14,8,1,2,0,0,1,1,0,4
131,12.11.2022,Spieltag 15 von 34,Hertha,Köln,2,0,16,10,8,3,47,53,358,396,75,76,15,10,3,1,0,0,2,3,10,5
132,12.11.2022,Spieltag 15 von 34,Schalke,Bayern,0,2,7,21,2,6,30,70,279,658,70,89,7,4,0,0,0,0,1,1,4,5
133,13.11.2022,Spieltag 15 von 34,Mainz,Eintracht Frankfurt,1,1,18,10,6,3,39,61,340,547,64,76,12,8,2,2,0,0,1,3,5,2
134,13.11.2022,Spieltag 15 von 34,Freiburg,Union Berlin,4,1,7,4,5,2,73,27,730,267,90,72,13,9,0,1,0,1,0,0,2,1
135,20.1.2023,Spieltag 16 von 34,RB Leipzig,Bayern,1,1,10,7,3,2,40,60,423,610,76,85,17,12,2,3,0,0,3,2,3,2
136,21.1.2023,Spieltag 16 von 34,Eintracht Frankfurt,Schalke,3,0,12,19,3,4,43,57,377,472,68,75,16,10,2,3,0,0,2,1,5,4
137,21.1.2023,Spieltag 16 von 34,Bochum,Hertha,3,1,10,11,3,2,49,51,366,350,65,65,13,13,1,1,0,0,1,0,1,6
138,21.1.2023,Spieltag 16 von 34,Union Berlin,Hoffenheim,3,1,22,12,5,4,52,48,422,414,75,78,11,13,2,1,0,0,1,1,9,4
139,21.1.2023,Spieltag 16 von 34,Wolfsburg,Freiburg,6,0,12,9,10,1,55,45,511,424,86,79,11,12,1,2,0,0,0,4,0,5
140,21.1.2023,Spieltag 16 von 34,VfB Stuttgart,Mainz,1,1,16,13,4,2,56,44,551,431,85,75,15,17,1,3,0,0,1,0,3,5
141,21.1.2023,Spieltag 16 von 34,Köln,Werder Bremen,7,1,15,5,7,2,51,49,501,474,79,81,10,14,0,0,0,0,0,3,2,2
142,22.1.2023,Spieltag 16 von 34,Dortmund,Augsburg,4,3,27,14,10,4,69,31,575,266,84,69,6,9,1,4,0,0,1,1,7,3
143,22.1.2023,Spieltag 16 von 34,Mönchengladbach,Leverkusen,2,3,15,13,8,6,61,39,702,468,89,82,12,14,3,2,0,0,4,2,2,3
144,24.1.2023,Spieltag 17 von 34,Schalke,RB Leipzig,1,6,9,21,1,14,42,58,388,524,79,83,16,13,1,1,0,0,3,5,1,6
145,24.1.2023,Spieltag 17 von 34,Bayern,Köln,1,1,25,3,7,1,78,22,857,243,90,58,7,10,0,1,0,0,2,2,9,4
146,24.1.2023,Spieltag 17 von 34,Hoffenheim,VfB Stuttgart,2,2,15,8,6,4,48,52,415,445,74,76,12,4,1,1,0,1,4,3,6,4
147,24.1.2023,Spieltag 17 von 34,Hertha,Wolfsburg,0,5,8,17,2,7,41,59,290,404,70,78,20,13,2,0,0,0,0,2,6,4
148,25.1.2023,Spieltag 17 von 34,Mainz,Dortmund,1,2,12,11,4,6,37,63,395,661,70,82,15,7,2,0,0,0,2,0,2,3
149,25.1.2023,Spieltag 17 von 34,Augsburg,Mönchengladbach,1,0,14,7,4,2,43,57,394,523,76,78,15,15,1,2,0,0,4,0,3,2
150,25.1.2023,Spieltag 17 von 34,Leverkusen,Bochum,2,0,11,11,4,1,57,43,444,329,76,68,15,14,2,4,0,0,3,6,3,4
151,25.1.2023,Spieltag 17 von 34,Werder Bremen,Union Berlin,1,2,9,9,4,5,58,42,517,376,77,69,11,18,0,0,0,0,1,1,5,7
